,id,labels_old,labels
3243,3244,"[7.2249920e-16 6.0934603e-16 7.1872223e-16 ... 7.3898377e-17 2.1200026e-11
 5.9376133e-15]",0
3244,3245,"[3.4622712e-14 1.8022331e-13 3.1141296e-12 ... 1.4413651e-12 2.5823466e-14
 1.4190343e-13]",0
3245,3246,"[7.8667795e-15 5.3147070e-13 3.0028027e-12 ... 4.1140255e-15 2.8597929e-18
 1.8966072e-14]",0
3246,3247,"[8.0544675e-16 3.8995825e-13 1.3579600e-13 ... 1.9632647e-14 3.6072134e-16
 6.5452102e-17]",0
3247,3248,"[3.2892716e-15 2.0339837e-13 1.7690491e-15 ... 3.4995954e-15 7.1539640e-15
 9.8205981e-13]",0
3248,3249,"[2.1250273e-14 7.0074736e-12 1.5443135e-12 ... 7.5310869e-11 1.3193480e-15
 4.8306262e-11]",0
3249,3250,"[1.0134023e-15 5.6534598e-18 1.3593968e-15 ... 2.0292618e-15 1.8589000e-20
 9.3173683e-15]",0
3250,3251,"[6.0706796e-15 2.9416357e-12 5.1220664e-12 ... 1.1522869e-11 1.1502906e-15
 1.4763496e-14]",0
3251,3252,"[5.7666448e-15 2.5127929e-14 3.7028032e-14 ... 2.4272438e-16 6.2011845e-17
 1.0801694e-15]",0
3252,3253,"[4.5600412e-10 6.4702071e-10 3.0189150e-11 ... 1.6931034e-10 1.6446752e-10
 1.5903393e-09]",0
3253,3254,"[7.9718472e-15 1.3380304e-15 1.2811045e-15 ... 5.6546331e-15 9.1009667e-17
 2.5142297e-15]",0
3254,3255,"[1.8634175e-18 3.9535019e-18 4.2404529e-18 ... 1.4563789e-16 4.9961825e-13
 5.1032908e-17]",0
3255,3256,"[6.2021135e-12 3.0638222e-12 7.5343030e-12 ... 4.7463548e-12 8.7499149e-13
 2.8929572e-11]",0
3256,3257,"[9.4419077e-11 1.0253351e-11 5.4626602e-11 ... 5.2011384e-10 3.7906161e-06
 6.7003775e-10]",0
3257,3258,"[8.0542828e-16 5.3825291e-16 6.0000438e-12 ... 1.9496287e-11 1.4246995e-17
 2.1397577e-15]",0
3258,3259,"[1.8737059e-15 5.2997098e-15 1.2712192e-12 ... 4.7936115e-14 1.1533505e-12
 1.0858392e-12]",0
3259,3260,"[1.0018790e-14 1.1251643e-12 1.2048053e-14 ... 9.7413072e-14 2.3956143e-12
 2.2688997e-13]",0
3260,3261,"[1.0744658e-14 1.1327542e-13 3.9848637e-12 ... 2.4373945e-16 5.2896950e-14
 1.0950619e-11]",0
3261,3262,"[3.2368189e-15 1.1411769e-13 7.3037821e-14 ... 9.7339758e-13 2.8521016e-14
 1.0394994e-13]",0
3262,3263,"[1.3571902e-06 9.2449642e-07 2.6742657e-07 ... 5.4359845e-07 4.8634097e-06
 8.7643167e-07]",0
3263,3264,"[3.3473421e-14 1.0795584e-10 8.3958063e-13 ... 5.2544150e-12 1.5400848e-18
 2.4247189e-11]",0
3264,3265,"[3.2252219e-14 1.9172442e-14 8.2061162e-14 ... 2.5839870e-14 1.3052567e-14
 4.5698922e-14]",0
3265,3266,"[3.0275962e-15 1.4714252e-13 4.9742366e-13 ... 2.5733915e-15 9.2408614e-18
 3.2555315e-14]",0
3266,3267,"[1.8960427e-18 1.9961419e-21 4.2144529e-20 ... 2.4648806e-19 1.1176178e-13
 4.2745406e-19]",0
3267,3268,"[3.9886693e-14 5.7930393e-14 9.2032079e-13 ... 1.2793962e-10 1.6292714e-14
 1.9004657e-12]",0
3268,3269,"[5.44150906e-17 2.59019234e-16 2.70219339e-16 ... 1.39503125e-14
 2.47999814e-20 3.99234302e-19]",0
3269,3270,"[1.3048959e-14 8.8483583e-17 5.9331100e-14 ... 7.6922556e-16 3.2926297e-19
 2.2519848e-14]",0
3270,3271,"[3.6926592e-15 1.4873544e-12 2.2095546e-12 ... 2.8569378e-13 4.3083971e-18
 1.0305369e-13]",0
3271,3272,"[5.2124726e-15 1.5649845e-15 5.6132376e-16 ... 2.5512305e-17 2.0521694e-10
 4.5234926e-16]",0
3272,3273,"[1.6105049e-14 2.5549560e-13 1.0695447e-17 ... 2.0615257e-14 2.9908159e-16
 6.7330751e-15]",0
3273,3274,"[4.1147450e-15 1.0565771e-14 7.8049597e-15 ... 3.7733518e-16 1.5007203e-13
 1.0722826e-14]",0
3274,3275,"[2.6730766e-16 1.8465427e-16 1.1979167e-15 ... 3.5849253e-14 2.6222534e-17
 4.1308974e-16]",0
3275,3276,"[1.13016919e-16 5.54672241e-15 3.04473764e-15 ... 7.27777485e-15
 1.01569835e-13 1.14130913e-14]",0
3276,3277,"[1.3112004e-14 6.9899724e-12 2.6844717e-11 ... 9.9999988e-01 5.6916769e-17
 1.0527922e-13]",0
3277,3278,"[3.8606603e-14 2.9622724e-11 8.5113522e-12 ... 3.3861153e-10 4.4331079e-16
 7.0137808e-13]",0
3278,3279,"[8.9361883e-15 6.0134494e-15 9.4186057e-15 ... 4.8253285e-12 6.0974975e-11
 1.8604855e-16]",0
3279,3280,"[4.7621692e-15 4.7630568e-16 2.1031562e-14 ... 3.7504666e-15 5.2738608e-13
 3.8466926e-15]",0
3280,3281,"[3.5909187e-15 1.6686889e-13 6.2868525e-12 ... 2.0379758e-13 3.1130154e-18
 2.0097398e-12]",0
3281,3282,"[6.9803295e-15 1.5950555e-13 7.0027664e-13 ... 4.0611126e-11 3.1370769e-15
 2.0523727e-14]",0
3282,3283,"[1.2834679e-08 8.1345895e-08 2.9811787e-07 ... 1.8460895e-09 1.2628920e-09
 2.3802891e-09]",0
3283,3284,"[1.4945239e-12 3.5521353e-13 7.4215547e-12 ... 9.3215965e-16 1.5392975e-11
 1.5609814e-11]",0
3284,3285,"[4.1365152e-14 5.2780446e-14 4.9045056e-12 ... 2.3911198e-14 2.7127075e-16
 2.9075405e-13]",0
3285,3286,"[6.1689376e-15 2.9290145e-13 2.7111080e-13 ... 1.6058960e-16 6.6531890e-14
 3.9939790e-16]",0
3286,3287,"[1.0807188e-11 1.1149145e-10 2.2894856e-13 ... 1.2093514e-10 2.3338262e-10
 7.0324559e-11]",0
3287,3288,"[1.2951388e-14 7.4386899e-15 9.5548427e-14 ... 6.8753614e-15 1.3095497e-16
 1.1051445e-14]",0
3288,3289,"[4.0006751e-15 1.8716343e-15 8.0474694e-15 ... 1.2957299e-17 3.1984959e-13
 1.6683707e-13]",0
3289,3290,"[3.1064245e-15 1.0306588e-13 6.3836814e-14 ... 9.2221846e-13 2.9145238e-14
 8.3605499e-14]",0
3290,3291,"[4.7177431e-15 1.0279411e-14 1.1695383e-14 ... 7.2400878e-15 6.0680844e-12
 4.4526194e-14]",0
3291,3292,"[7.5551945e-16 7.1269901e-17 2.6294093e-14 ... 6.2392002e-16 7.1302065e-15
 1.4820827e-14]",0
3292,3293,"[4.8394672e-16 1.2322413e-13 5.0345395e-14 ... 6.5186550e-15 6.4351355e-18
 2.7797192e-12]",0
3293,3294,"[4.3471332e-15 6.2750776e-15 1.9050135e-15 ... 1.3897195e-14 4.7759724e-13
 5.0579831e-15]",0
3294,3295,"[2.1758265e-15 1.0353816e-13 2.3452258e-13 ... 3.9440372e-13 1.2999245e-15
 1.8678987e-13]",0
3295,3296,"[1.02168225e-14 2.81410474e-13 7.50432492e-16 ... 5.06779474e-15
 1.95104769e-13 6.76636441e-16]",0
3296,3297,"[1.07003190e-14 4.12483499e-16 5.88596969e-15 ... 1.23315054e-14
 8.38272865e-14 2.12785236e-12]",0
3297,3298,"[5.8352917e-08 3.2649916e-07 3.6565893e-07 ... 5.1759578e-08 8.0808904e-06
 2.0900661e-06]",0
3298,3299,"[1.1765760e-16 2.2656799e-15 5.5027526e-14 ... 3.3028887e-15 2.4863733e-20
 2.9621010e-16]",0
3299,3300,"[2.1719631e-14 1.3725902e-12 1.4350844e-14 ... 4.4050725e-13 3.6662643e-19
 4.6576245e-15]",0
3300,3301,"[7.4312311e-08 1.8480350e-07 8.0761929e-08 ... 3.0473273e-09 5.0973867e-06
 2.5482789e-06]",0
3301,3302,"[9.5735295e-06 1.4475276e-06 6.2790245e-06 ... 9.6026242e-06 2.1197360e-02
 7.4237873e-06]",0
3302,3303,"[6.89618703e-16 1.39761461e-14 2.06921446e-15 ... 4.60899955e-16
 1.10355148e-15 1.12764304e-13]",0
3303,3304,"[6.2055213e-15 5.9210308e-16 2.6100221e-14 ... 4.4510088e-13 1.0192231e-12
 2.2364861e-13]",0
3304,3305,"[2.5523255e-13 8.2464864e-14 8.8550651e-12 ... 2.2906065e-12 1.0174426e-14
 6.4690912e-13]",0
3305,3306,"[1.7394646e-15 8.9739710e-15 1.1505935e-15 ... 4.1316399e-15 5.1026369e-14
 9.1717649e-14]",0
3306,3307,"[3.2324806e-08 5.7024252e-09 2.0626214e-08 ... 4.2583190e-09 1.1101955e-07
 7.6807583e-09]",0
3307,3308,"[3.0462435e-14 4.2705282e-13 2.7084543e-11 ... 2.5673556e-12 3.0831557e-15
 2.2440525e-14]",0
3308,3309,"[5.9488154e-14 2.9134803e-13 8.0519608e-13 ... 9.4577939e-12 5.0106255e-15
 5.7926038e-12]",0
3309,3310,"[2.5608713e-19 1.9205235e-18 3.9551029e-17 ... 5.2025775e-16 1.1075093e-19
 2.4808805e-18]",0
3310,3311,"[1.8695444e-11 2.1786887e-11 4.2669731e-12 ... 1.9590178e-12 1.2943948e-12
 1.4606569e-10]",0
3311,3312,"[1.39977548e-14 1.07125420e-12 1.08783296e-13 ... 5.03871142e-13
 4.10141146e-15 8.88430041e-12]",0
3312,3313,"[3.0634293e-12 4.4746765e-11 6.5501471e-12 ... 6.3200618e-11 7.5137596e-13
 1.1137586e-11]",0
3313,3314,"[1.2956745e-08 4.9883226e-08 3.7944253e-07 ... 9.6290853e-07 2.8881585e-04
 3.7806578e-06]",0
3314,3315,"[3.4597688e-14 3.8307599e-15 1.4998491e-12 ... 2.4522112e-14 2.2364646e-13
 1.4026490e-13]",0
3315,3316,"[8.2600535e-15 1.2173570e-11 3.0461507e-14 ... 1.5252068e-16 8.5836654e-10
 6.5549868e-15]",0
3316,3317,"[1.9772877e-09 1.0482122e-06 5.8196861e-07 ... 3.4883039e-06 2.0665981e-04
 4.7583253e-06]",0
3317,3318,"[5.2915415e-14 1.6130612e-12 1.4555285e-13 ... 4.9077967e-13 5.0678329e-15
 1.1860048e-13]",0
3318,3319,"[1.0287682e-15 1.0356149e-16 1.7320947e-15 ... 2.5988495e-18 1.2843283e-16
 3.4225851e-15]",0
3319,3320,"[4.6284531e-15 5.9227424e-14 1.3707712e-13 ... 1.7193698e-15 1.4861534e-14
 1.5332398e-12]",0
3320,3321,"[1.4362809e-14 4.7757601e-14 4.9968937e-14 ... 7.0812453e-13 1.5851838e-16
 3.0527799e-11]",0
3321,3322,"[1.6275649e-12 3.1348852e-09 6.7597518e-11 ... 2.7174490e-10 3.1324835e-16
 7.3655237e-09]",0
3322,3323,"[1.7611350e-14 3.2858280e-12 3.6431622e-12 ... 1.4664824e-10 1.6328653e-17
 8.7321804e-15]",0
3323,3324,"[2.2888492e-14 2.1358139e-12 6.2139759e-12 ... 6.6414772e-13 4.8511483e-16
 8.1258886e-14]",0
3324,3325,"[3.74103430e-16 1.33227885e-17 2.73626698e-17 ... 2.12061878e-17
 8.36197778e-12 2.64165075e-17]",0
3325,3326,"[9.60737718e-15 1.23454374e-14 1.62285143e-14 ... 2.00536216e-13
 4.11223696e-15 1.38520499e-14]",0
3326,3327,"[3.1272446e-14 4.4698270e-13 1.0768564e-13 ... 1.4596536e-10 5.3595371e-17
 3.2383100e-13]",0
3327,3328,"[1.0732635e-08 5.5673349e-10 3.0521510e-09 ... 4.3893983e-10 2.2581224e-08
 2.8013400e-09]",0
3328,3329,"[1.7078371e-17 1.3668105e-17 1.3189486e-18 ... 8.1225563e-18 1.4691149e-20
 6.3776080e-18]",0
3329,3330,"[1.3637370e-18 1.5772091e-17 1.4672576e-17 ... 4.2448573e-17 2.2940171e-20
 1.3016308e-16]",0
3330,3331,"[6.2808980e-15 3.1420785e-14 1.9220492e-13 ... 1.9322642e-13 8.0597535e-16
 3.2486294e-13]",0
3331,3332,"[1.8597270e-11 2.5446781e-10 4.0736015e-11 ... 2.3148221e-10 2.0799492e-11
 3.0943897e-11]",0
3332,3333,"[4.9449822e-15 1.4139658e-13 3.3524507e-12 ... 4.2715519e-14 1.6815182e-19
 2.1689068e-15]",0
3333,3334,"[1.4645038e-13 2.8512194e-11 8.8579049e-12 ... 3.1833352e-13 9.7829632e-17
 7.7665657e-14]",0
3334,3335,"[6.9659619e-16 1.3654516e-15 3.2655083e-13 ... 9.6173095e-16 1.5755403e-21
 9.6617347e-15]",0
3335,3336,"[2.3600191e-14 1.6119755e-12 1.0359620e-10 ... 1.0755301e-10 1.6204673e-17
 1.6507257e-11]",0
3336,3337,"[2.8340695e-15 1.2612268e-10 3.5260061e-12 ... 6.1965186e-12 1.1503942e-18
 3.4498060e-14]",0
3337,3338,"[1.5224161e-08 1.1553617e-09 3.2300012e-08 ... 2.1469977e-10 6.5672433e-04
 6.4874331e-07]",0
3338,3339,"[2.3387690e-07 4.2355555e-06 1.1815300e-05 ... 1.6320671e-07 4.7126587e-02
 4.4947186e-07]",0
3339,3340,"[1.7115218e-09 6.7711203e-10 1.5116944e-10 ... 1.7780801e-08 1.2313242e-06
 3.8113751e-10]",0
3340,3341,"[7.5167899e-09 1.2885047e-09 1.2084221e-09 ... 6.2518519e-09 4.5850920e-06
 6.7646805e-11]",0
3341,3342,"[1.8153100e-15 1.5872701e-14 1.5141707e-14 ... 2.4732778e-15 1.0111896e-15
 1.8797144e-13]",0
3342,3343,"[1.4091513e-14 1.0008574e-10 4.9280767e-13 ... 1.3731165e-12 2.3578043e-15
 2.6310976e-12]",0
3343,3344,"[1.0807188e-11 1.1149145e-10 2.2894856e-13 ... 1.2093514e-10 2.3338262e-10
 7.0324559e-11]",0
3344,3345,"[1.9022046e-14 4.5136549e-14 6.2048260e-14 ... 1.6252025e-14 4.7073280e-14
 1.0551636e-11]",0
3345,3346,"[2.9697067e-14 3.7279332e-13 9.9314708e-13 ... 9.3865855e-13 8.5471898e-16
 1.7331294e-11]",0
3346,3347,"[2.4304422e-10 1.0544047e-11 8.1212044e-11 ... 8.1092549e-11 2.1591440e-08
 1.9746190e-08]",0
3347,3348,"[3.0085753e-16 1.1998753e-13 3.8316830e-14 ... 7.9309558e-16 4.5369933e-22
 5.6729220e-19]",0
3348,3349,"[1.2141105e-15 3.9461289e-13 2.5830510e-14 ... 6.3507281e-12 8.2914170e-19
 4.3772528e-15]",0
3349,3350,"[1.0596085e-15 9.2408850e-13 6.7413414e-14 ... 1.5535716e-13 3.5250121e-15
 7.2538234e-16]",0
3350,3351,"[3.00165403e-14 1.14453724e-11 1.10894583e-13 ... 8.42115475e-11
 1.17410559e-16 1.32633781e-14]",0
3351,3352,"[1.1866068e-13 2.6713505e-11 8.1237274e-12 ... 3.1297889e-13 6.7736695e-17
 5.7895495e-14]",0
3352,3353,"[2.1758265e-15 1.0353816e-13 2.3452258e-13 ... 3.9440372e-13 1.2999245e-15
 1.8678987e-13]",0
3353,3354,"[2.5672565e-12 3.7423269e-11 3.5230377e-13 ... 5.1425344e-15 2.2730830e-13
 1.4458416e-12]",0
3354,3355,"[1.6758040e-07 3.4414526e-07 3.7560612e-06 ... 1.2421964e-07 1.3651828e-04
 1.9415477e-06]",0
3355,3356,"[1.6213099e-15 5.3302010e-16 2.5965956e-14 ... 1.0292231e-16 4.8328464e-15
 5.2412496e-13]",0
3356,3357,"[6.6788063e-13 1.9061658e-10 8.8874498e-11 ... 1.1045946e-12 4.7805667e-15
 6.0913677e-11]",0
3357,3358,"[4.9104660e-16 6.4032578e-16 1.3767954e-16 ... 1.1087160e-15 1.1868162e-18
 2.2676247e-15]",0
3358,3359,"[3.6043936e-16 7.4545693e-15 5.1632155e-15 ... 4.4235487e-15 3.3125163e-15
 4.8841820e-16]",0
3359,3360,"[7.2850482e-16 2.8920152e-13 4.0663304e-14 ... 8.9801696e-15 5.4493794e-18
 2.9513284e-13]",0
3360,3361,"[1.1126180e-09 1.3301426e-08 7.6718170e-09 ... 7.4173875e-07 5.8739632e-04
 3.5430384e-11]",0
3361,3362,"[3.3894346e-06 5.9887930e-07 9.2099913e-07 ... 1.2250290e-07 8.3639637e-09
 1.5022455e-07]",0
3362,3363,"[2.2359454e-07 6.3397505e-07 8.2343195e-06 ... 8.4995827e-07 1.7788369e-07
 3.9342453e-07]",0
3363,3364,"[1.9339881e-14 1.2332026e-13 1.4719029e-12 ... 2.6157831e-10 2.8847738e-18
 7.1169182e-11]",0
3364,3365,"[2.8022503e-14 8.8844654e-13 1.9638088e-13 ... 5.3078921e-12 2.5517378e-16
 7.7046928e-12]",0
3365,3366,"[2.1177602e-14 2.3385594e-11 7.3414483e-11 ... 5.0322382e-13 1.2514361e-17
 6.0793883e-13]",0
3366,3367,"[1.1007729e-14 5.3536612e-14 3.4475759e-14 ... 8.0737243e-16 8.4267649e-14
 3.5031301e-14]",0
3367,3368,"[6.9644208e-16 2.3219385e-17 1.4391104e-15 ... 2.7796475e-14 1.1790883e-15
 3.4789509e-15]",0
3368,3369,"[2.2561507e-14 2.8930454e-14 4.9196219e-14 ... 7.2994372e-14 1.2099360e-14
 1.2669777e-13]",0
3369,3370,"[3.6824195e-14 1.9589870e-12 3.4398172e-11 ... 1.3962168e-12 6.4793060e-16
 1.4836340e-12]",0
3370,3371,"[5.2139817e-16 4.4296571e-17 9.0667050e-15 ... 8.1344016e-14 5.4762795e-19
 3.6561408e-14]",0
3371,3372,"[4.2181949e-15 8.3084608e-13 4.5859640e-12 ... 3.6871594e-13 7.2537959e-16
 7.0239363e-11]",0
3372,3373,"[8.1027660e-14 1.2806996e-14 2.4477547e-13 ... 8.9793471e-15 1.0465187e-19
 7.3510252e-13]",0
3373,3374,"[6.4947772e-15 3.8167864e-15 2.1083605e-15 ... 2.5244702e-11 2.2246842e-13
 5.7985696e-13]",0
3374,3375,"[1.4091352e-14 8.8199847e-13 3.0757775e-12 ... 1.7031081e-16 2.2495462e-14
 5.3847909e-15]",0
3375,3376,"[3.73607497e-14 2.10444143e-13 1.76272647e-12 ... 1.07827376e-11
 2.83264870e-11 4.57533351e-11]",0
3376,3377,"[4.3196414e-16 8.2669800e-17 6.5310292e-14 ... 2.5166684e-14 8.9990252e-16
 2.0916647e-16]",0
3377,3378,"[4.5450992e-15 1.5041692e-16 1.0915788e-12 ... 1.9616299e-13 7.0327964e-15
 8.3891634e-13]",0
3378,3379,"[2.1718470e-14 2.0995391e-12 1.0618416e-12 ... 8.1874964e-14 8.0714458e-16
 3.2073757e-11]",0
3379,3380,"[1.1361306e-15 4.5778970e-16 6.0852139e-16 ... 2.8592177e-16 5.9724209e-13
 4.0341648e-13]",0
3380,3381,"[7.72419255e-15 5.86611597e-13 2.24924300e-13 ... 1.02932874e-13
 4.92256670e-15 1.84719449e-12]",0
3381,3382,"[2.5865226e-13 1.1272449e-13 1.8440549e-11 ... 3.5707704e-11 8.3010440e-17
 1.5560059e-13]",0
3382,3383,"[3.0887355e-15 3.5831813e-11 1.6419506e-13 ... 4.2725789e-14 4.9462413e-17
 3.3815534e-13]",0
3383,3384,"[9.4447274e-15 1.1433496e-12 2.7602872e-12 ... 1.2949920e-12 5.9617648e-14
 3.9542550e-11]",0
3384,3385,"[3.9705543e-16 5.5159037e-12 3.7737032e-14 ... 2.2275314e-11 2.3579854e-14
 2.2813776e-15]",0
3385,3386,"[9.7810653e-16 1.1688821e-15 3.2018070e-15 ... 6.4116434e-16 1.7205762e-16
 8.1595599e-14]",0
3386,3387,"[6.26073628e-08 1.86375712e-06 4.66258641e-08 ... 2.01749884e-07
 1.06185524e-07 1.25000379e-05]",0
3387,3388,"[1.8422657e-15 2.7591737e-14 3.5738366e-15 ... 5.6286173e-14 4.5273000e-12
 3.6239539e-14]",0
3388,3389,"[1.6584945e-08 3.6918804e-09 1.2897412e-08 ... 1.8923223e-09 4.0095208e-07
 4.2115141e-07]",0
3389,3390,"[4.8717703e-16 1.7441965e-14 3.5091823e-14 ... 3.6652386e-14 3.8120450e-14
 1.5979277e-12]",0
3390,3391,"[2.7268799e-16 3.1655915e-15 6.4220656e-14 ... 5.1189327e-15 1.2528883e-13
 5.7330124e-14]",0
3391,3392,"[1.3959674e-15 3.6884215e-15 2.5762294e-12 ... 1.9486367e-14 1.9301626e-15
 1.8841058e-15]",0
3392,3393,"[7.8514592e-15 3.3351668e-12 2.7777514e-13 ... 6.1117208e-13 1.8803649e-15
 3.0900941e-13]",0
3393,3394,"[5.3365511e-15 3.7196322e-16 1.6476470e-14 ... 3.5322386e-16 9.4794464e-16
 3.2621451e-14]",0
3394,3395,"[4.0010789e-08 6.6240523e-07 4.3324699e-06 ... 1.1197774e-05 1.1518049e-05
 2.4981633e-08]",0
3395,3396,"[3.4533000e-15 4.1233757e-14 1.2314273e-11 ... 9.6935665e-13 5.0588879e-16
 3.7480220e-11]",0
3396,3397,"[5.5436528e-16 4.1000754e-18 2.3891570e-16 ... 4.2255712e-15 7.8375782e-14
 4.3956378e-17]",0
3397,3398,"[4.2975223e-09 3.0601687e-08 4.7507896e-07 ... 3.5370484e-09 3.1076556e-07
 1.5330166e-08]",0
3398,3399,"[4.3558652e-15 2.6962321e-12 5.4351489e-14 ... 3.3816918e-15 7.5484032e-14
 2.0084964e-10]",0
3399,3400,"[1.6323251e-15 8.1298969e-12 1.8527484e-12 ... 6.7760645e-12 5.0721265e-15
 1.2742767e-14]",0
3400,3401,"[6.2491327e-16 2.1343387e-13 1.3641664e-14 ... 4.2162948e-12 7.2155342e-19
 8.9772236e-15]",0
3401,3402,"[6.1966003e-16 1.0939283e-11 2.1861588e-12 ... 5.3257984e-13 8.2871712e-21
 7.8856561e-13]",0
3402,3403,"[2.5439788e-13 3.7805463e-13 2.3600442e-14 ... 2.4345993e-13 6.8057109e-11
 1.1496531e-12]",0
3403,3404,"[4.0452385e-16 9.2565349e-16 2.0501682e-12 ... 3.8596442e-14 2.9855220e-19
 9.4131474e-15]",0
3404,3405,"[2.0257394e-09 7.9332835e-07 6.2333756e-09 ... 2.5063807e-07 3.6343617e-10
 4.3642427e-08]",0
3405,3406,"[5.0386459e-16 1.9746454e-16 1.5737910e-15 ... 1.3683038e-15 3.0893087e-14
 5.5086826e-15]",0
3406,3407,"[1.0296085e-15 1.1538636e-15 3.6013994e-15 ... 6.3271387e-16 1.5369464e-16
 9.0463952e-14]",0
3407,3408,"[1.1659746e-14 1.0020156e-16 6.1631483e-16 ... 2.7045241e-16 1.0755484e-14
 1.2186683e-13]",0
3408,3409,"[2.1183781e-18 7.1069241e-18 1.9552328e-15 ... 2.4522711e-15 1.2842187e-19
 1.9291383e-16]",0
3409,3410,"[1.64767668e-16 1.18200254e-14 9.90388191e-15 ... 3.82600141e-14
 6.30083035e-18 1.01039247e-13]",0
3410,3411,"[3.1866594e-16 7.7449088e-14 3.7192208e-16 ... 1.0117674e-17 7.8302669e-19
 4.4999015e-14]",0
3411,3412,"[4.8091156e-14 5.9324264e-12 6.9252000e-12 ... 1.1628338e-11 1.1233185e-15
 1.0295389e-13]",0
3412,3413,"[3.3138321e-14 1.0776275e-12 3.8201859e-12 ... 1.6957090e-11 2.7018793e-12
 1.2426368e-11]",0
3413,3414,"[4.4694308e-15 2.9890656e-12 2.0334330e-13 ... 3.7437563e-11 2.4213886e-17
 2.6045107e-15]",0
3414,3415,"[6.7548050e-12 2.6759157e-12 7.8671444e-12 ... 1.2685810e-11 3.5758359e-16
 1.6847185e-10]",0
3415,3416,"[9.2214243e-11 5.8507023e-08 4.6418633e-09 ... 8.3553206e-11 7.0704083e-14
 3.9333470e-10]",0
3416,3417,"[8.3463609e-16 2.2755530e-16 2.0725391e-16 ... 1.5409202e-13 2.0812154e-15
 2.3598734e-12]",0
3417,3418,"[1.6826902e-14 8.8173441e-13 3.6699254e-14 ... 2.0502471e-15 3.3117345e-14
 1.2297367e-12]",0
3418,3419,"[1.6676023e-15 9.3113629e-15 2.8624577e-13 ... 6.9455245e-14 3.3632641e-18
 7.3285974e-13]",0
3419,3420,"[2.6512540e-15 9.5139798e-14 3.9485661e-14 ... 4.2339152e-14 1.1782475e-15
 2.2176707e-11]",0
3420,3421,"[2.1741339e-15 1.2188805e-12 4.6092941e-14 ... 3.2368189e-15 2.5264689e-15
 6.8333273e-12]",0
3421,3422,"[2.5857682e-13 4.4902967e-11 1.3190707e-12 ... 6.1631073e-14 1.1047687e-15
 1.3975372e-10]",0
3422,3423,"[1.0139210e-14 4.4541465e-15 8.3668627e-15 ... 5.1279620e-15 1.6152022e-18
 2.2869629e-15]",0
3423,3424,"[2.4985176e-13 1.1302064e-14 6.5404374e-14 ... 5.0372748e-14 4.2359959e-11
 3.0686387e-12]",0
3424,3425,"[3.0629240e-14 3.5684387e-13 5.8016672e-13 ... 5.4978425e-14 1.5601341e-13
 6.6494336e-14]",0
3425,3426,"[2.8499196e-15 1.3295241e-14 5.2467565e-11 ... 3.7788639e-12 9.0860896e-16
 4.4977324e-17]",0
3426,3427,"[5.1740628e-14 5.5897014e-12 1.2415719e-13 ... 2.0748720e-13 3.7845837e-16
 9.4086154e-13]",0
3427,3428,"[4.2946790e-06 1.3985531e-06 1.3984217e-05 ... 7.3839797e-06 3.1115986e-05
 4.8051243e-07]",0
3428,3429,"[7.1604345e-15 3.9256573e-13 8.1936363e-14 ... 8.9074307e-15 1.8392664e-16
 2.4183267e-11]",0
3429,3430,"[2.5833270e-14 1.5029564e-12 1.7107496e-12 ... 9.6100992e-13 3.5216215e-17
 2.9184110e-11]",0
3430,3431,"[1.5095050e-14 3.4735704e-13 2.1208659e-13 ... 3.1366630e-12 4.7490760e-13
 1.1915965e-13]",0
3431,3432,"[4.2690740e-15 3.5141759e-12 6.3135898e-12 ... 1.5142308e-11 8.1962177e-21
 1.4636494e-13]",0
3432,3433,"[3.16770544e-15 3.45185664e-12 8.86119574e-13 ... 3.49591818e-12
 5.36323958e-17 1.38706626e-14]",0
3433,3434,"[6.2491327e-16 2.1343387e-13 1.3641664e-14 ... 4.2162948e-12 7.2155342e-19
 8.9772236e-15]",0
3434,3435,"[2.41989399e-16 1.49933573e-14 7.92110315e-15 ... 1.10891554e-14
 4.51914863e-15 9.21552958e-15]",0
3435,3436,"[3.1617536e-15 5.9532821e-16 4.2105471e-13 ... 1.1016131e-14 2.1477034e-14
 2.3104977e-12]",0
3436,3437,"[1.2401039e-14 1.1438414e-14 7.0455745e-16 ... 1.8010164e-17 2.6479288e-15
 1.2646371e-11]",0
3437,3438,"[2.3818880e-06 3.2196948e-07 3.2466932e-07 ... 4.1436826e-07 1.9621395e-04
 2.1882858e-08]",0
3438,3439,"[9.0647984e-16 1.8033873e-18 1.4821604e-16 ... 9.5622482e-17 3.0939965e-14
 1.2650114e-14]",0
3439,3440,"[9.2851273e-09 1.4103764e-08 1.0271232e-08 ... 1.7073948e-09 2.6636735e-07
 1.2105192e-08]",0
3440,3441,"[3.40765759e-14 4.51638476e-14 1.38554240e-15 ... 5.01481587e-14
 1.39372275e-14 1.04827485e-15]",0
3441,3442,"[2.0425579e-15 3.9984916e-12 1.9758832e-14 ... 3.1566067e-12 2.2183323e-17
 3.3995834e-13]",0
3442,3443,"[1.8218218e-08 1.8452765e-07 3.0363063e-07 ... 4.4956558e-08 1.3400985e-01
 2.9197034e-07]",0
3443,3444,"[2.3594418e-15 4.5583541e-12 3.5569529e-14 ... 5.4229321e-13 1.5807067e-12
 2.5360905e-12]",0
3444,3445,"[1.0492995e-05 3.9122332e-07 2.7839252e-04 ... 3.6130301e-04 1.3793183e-06
 9.9692715e-04]",0
